model_name,model_year,kms_driven,owner,location,mileage,power,price
Bajaj Avenger Street,2015,20300,first owner,lucknow,53.0,19.0,41600
Yamaha RX135,2000,925,first owner,bangalore,35.0,12.0,105000
Hero Karizma R,2014,12000,first owner,bangalore,40.0,17.0,40000
Royal Enfield Himalayan,2016,2000,first owner,chennai,32.0,24.5,147500
Hero HF Deluxe,2013,49000,first owner,patna,55.0,6.15,28000
Yamaha YZF-R15 2.0,2017,1200,first owner,mumbai,42.0,16.7,95000
Suzuki Gixxer SF,2016,18500,first owner,kalyan,40.0,14.6,60000
Yamaha FZs,2016,38000,third owner,bangalore,45.0,13.0,60000
KTM Duke,2019,11000,first owner,mumbai,35.0,24.6,165000
TVS Apache RR310,2021,600,first owner,mumbai,22.0,33.0,265000
Hero Super Splendor,2014,39000,second owner,delhi,75.0,9.0,32000
Bajaj V15,2016,22993,second owner,delhi,57.0,11.8,35000
Hero Splendor iSmart,2016,22000,first owner,delhi,55.0,9.3,37000
Hero Passion Pro,2018,17296,first owner,delhi,5.0,8.2,50000
TVS Star City,2014,16000,first owner,delhi,85.0,8.2,28000
Yamaha YZF-R15,2017,16300,first owner,bangalore,42.0,16.0,67500
Royal Enfield Classic,2020,1400,first owner,mumbai,35.0,19.1,197125
Royal Enfield Classic,2019,3600,first owner,mumbai,35.0,19.8,197125
Royal Enfield Classic,2019,8800,first owner,mumbai,35.0,19.8,197125
Harley-Davidson Street 750,2014,10000,first owner,delhi,20.0,47.0,310000
Bajaj Avenger,2013,45000,first owner,delhi,40.0,19.0,35000
Bajaj V15,2018,26000,first owner,jaipur,57.0,11.8,31125
Royal Enfield Classic,2018,16000,second owner,noida,35.0,19.8,121500
Royal Enfield Classic,2019,18000,first owner,bangalore,35.0,19.8,170000
Royal Enfield Classic,2018,13400,second owner,delhi,35.0,19.8,135000
Hero Karizma R,2009,70000,first owner,pune,40.0,17.0,60000
Royal Enfield Classic,2009,22000,second owner,nashik,35.0,19.8,80000
KTM RC,2017,9000,second owner,jalandhar,26.0,42.3,150000
Bajaj V15,2017,14000,first owner,faridabad,57.0,11.8,37000
TVS Star City,2018,22112,first owner,chennai,85.0,8.2,40000
TVS Apache RR310,2020,1700,first owner,pune,22.0,33.0,280000
Royal Enfield Thunderbird,2017,10000,first owner,chennai,40.0,19.8,100000
Yamaha YZF-R15,2010,20000,third owner,gurgaon,42.0,16.0,35000
Royal Enfield Classic,2015,15900,first owner,kanpur,35.0,19.8,118000
Bajaj Pulsar 180F,2020,7150,second owner,nagercoil,45.0,16.6,99000
Royal Enfield Bullet,2019,10388,first owner,mumbai,35.0,19.8,160000
Royal Enfield Thunderbird,2013,24000,first owner,chennai,40.0,19.8,95000
KTM Duke,2018,8500,first owner,bharuch,25.0,42.9,220000
Yamaha YZF-R15 2.0,2014,33000,first owner,mumbai,42.0,16.7,70000
Royal Enfield Bullet,2014,72000,first owner,ghaziabad,40.0,19.8,80000
Hero Hunk,2013,40900,first owner,pune,53.0,14.0,35000
Bajaj Avenger,2009,50000,third owner,noida,53.0,19.0,12000
Bajaj Avenger,2013,40000,second owner,hyderabad,40.0,19.0,29025
Royal Enfield Thunderbird,2012,64400,second owner,thane,40.0,19.8,50000
Royal Enfield Classic,2017,20000,first owner,kangra,35.0,19.8,106000
Royal Enfield Classic,2017,800,first owner,kanpur nagar,35.0,27.2,132100
KTM Duke,2018,9800,first owner,pune,35.0,24.6,149900
Yamaha YZF-R15 2.0,2017,12700,first owner,kurukshetra,42.0,16.7,84800
Royal Enfield Electra,2017,23000,first owner,hyderabad,25.0,19.8,115000
TVS Sport,2019,40000,second owner,hyderabad,95.0,7.4,41000
Royal Enfield Classic,2018,8000,first owner,delhi,35.0,19.8,130000
Bajaj Pulsar,2015,39000,first owner,pune,38.0,21.0,65000
Yamaha SZ-RR,2018,15000,first owner,bankura,55.0,12.0,65000
Bajaj Avenger Cruise,2017,18000,first owner,mumbai,35.0,19.0,77812
Bajaj Avenger,2014,18060,first owner,mumbai,40.0,19.0,53950
Royal Enfield Thunderbird,2014,48500,first owner,ahmedabad,40.0,19.8,64100
Bajaj Pulsar AS150,2015,28000,first owner,pune,53.0,16.8,45000
Hero Karizma R,2011,45000,first owner,howrah,40.0,17.0,24000
Hero Karizma R,2008,32000,first owner,delhi,40.0,17.0,16300
Hero Splendor Plus,2019,6300,first owner,delhi,55.0,8.2,68000
Hero Glamour,2018,14000,first owner,gurgaon,55.0,6.72,42000
KTM Duke,2018,6900,first owner,gurgaon,25.0,42.9,190100
Royal Enfield Continental,2015,6200,first owner,chandigarh,26.0,29.1,125000
Honda CB 1000R,2015,17000,first owner,delhi,16.0,178.11,1175000
Hero Passion Pro,2009,45000,first owner,vadodara,5.0,8.2,24304
Harley-Davidson Street Bob,2013,24000,first owner,mumbai,18.0,65.0,195000
Bajaj Avenger,2017,14800,first owner,bangalore,40.0,19.0,76000
Royal Enfield Himalayan,2018,9600,first owner,mumbai,32.0,24.5,155625
Bajaj Pulsar,2015,50000,third owner,muddebihal,45.0,17.0,52499
Honda CB Trigger,2014,30153,first owner,navi mumbai,60.0,14.0,37500
KTM Duke,2020,18000,first owner,mumbai,25.0,42.9,150000
KTM RC,2020,6000,first owner,ahmednagar,35.0,25.1,198000
KTM Duke,2018,4000,first owner,mumbai,25.0,42.9,207500
Kawasaki Ninja ZX-10R,2020,9200,first owner,delhi,12.5,197.3,1450000
Yamaha FZs,2013,47000,first owner,delhi,45.0,13.0,35000
Bajaj V15,2016,7000,second owner,delhi,57.0,11.8,25500
Honda CBR 650,2018,9000,first owner,mumbai,18.0,84.11,830000
UM Renegade Commando,2018,8000,first owner,lucknow,35.0,24.8,144500
Royal Enfield Thunderbird,2014,75000,first owner,gurgaon,40.0,19.8,65000
Suzuki Gixxer,2018,2400,first owner,mumbai,63.0,14.0,66000
Bajaj Pulsar 220F,2016,26000,first owner,indore,38.0,21.0,85000
Harley-Davidson Street 750,2016,25000,third owner,delhi,20.0,47.0,295000
Hero Passion Pro,2019,1600,first owner,chennai,5.0,8.2,78000
Bajaj Avenger Cruise,2017,11000,first owner,cuttack,35.0,19.0,60000
Bajaj Avenger Street,2016,20232,first owner,bangalore,50.0,14.3,54000
Bajaj Avenger Street,2016,22811,first owner,bangalore,53.0,19.0,56000
Bajaj Pulsar 220F,2018,32000,first owner,raipur,38.0,21.0,80000
Bajaj Discover,2008,70000,first owner,lucknow,65.0,9.64,17900
Royal Enfield Continental,2017,11000,second owner,mumbai,26.0,29.1,122550
Royal Enfield Classic,2016,29500,first owner,buxar,35.0,19.8,117600
Royal Enfield Classic,2021,1135,first owner,kharagpur,35.0,19.1,192000
Royal Enfield Thunderbird,2015,30000,first owner,noida,40.0,19.8,60000
Royal Enfield Thunderbird,2010,40000,first owner,noida,35.0,19.8,53775
Royal Enfield Bullet,2018,13000,first owner,rajahmundry,25.0,26.1,160000
Honda Hornet 2.0,2020,26000,first owner,mumbai,40.0,17.03,60000
Harley-Davidson Street Rod,2018,16650,first owner,noida,25.0,70.0,472800
Yamaha YZF-R15 S,2015,53000,fourth owner or more,bangalore,42.0,16.0,62600
Yamaha FZs,2019,21709,first owner,mumbai,45.0,13.0,70000
Royal Enfield Classic,2015,58530,first owner,delhi,35.0,19.8,110000
Royal Enfield Classic,2020,5059,first owner,noida,35.0,19.1,184400
Bajaj Pulsar ABS,2020,4476,first owner,chennai,38.0,21.0,94000
Bajaj V12,2017,55000,first owner,gandhinagar,57.0,12.0,40000
Bajaj Avenger Street,2018,10000,first owner,bangalore,45.0,15.3,85000
Bajaj Avenger Street,2017,23250,first owner,bangalore,45.0,14.3,59800
Hero Splendor Pro,2015,24000,second owner,chandigarh,55.0,8.1,30000
KTM RC 125CC,2020,6000,first owner,mumbai,45.0,14.5,158000
Hero Honda Splendor,2011,50000,first owner,kolkata,60.0,6.15,30000
Hero Hunk,2013,45000,first owner,haridwar,53.0,14.0,35000
Royal Enfield Thunderbird,2015,15000,first owner,surat,25.0,27.2,102075
TVS Star City,2013,30000,first owner,jaipur,85.0,8.2,24000
Bajaj Avenger Street,2016,98000,second owner,jaipur,50.0,14.3,44000
Bajaj Pulsar,2014,20000,first owner,jaipur,45.0,17.0,28000
Bajaj Avenger Street,2016,19500,first owner,hyderabad,50.0,14.3,58000
Hero Xtreme,2014,10000,first owner,bangalore,50.0,14.2,30000
Hero Splendor iSmart,2016,24000,second owner,delhi,55.0,9.3,38000
Royal Enfield Classic,2021,1035,first owner,kharagpur,35.0,19.1,190000
Royal Enfield Classic,2015,30000,first owner,mumbai,35.0,19.8,114125
Bajaj Avenger Street,2015,65000,second owner,thane,53.0,19.0,45000
Bajaj Pulsar,2009,28000,first owner,pune,65.0,15.0,18000
Yamaha YZF-R15,2017,25000,first owner,surat,42.0,16.0,67000
Hero Hunk,2009,53000,first owner,delhi,53.0,14.0,22000
Kawasaki Ninja,2017,14000,first owner,mumbai,21.0,67.2,363125
Royal Enfield Classic,2014,7800,first owner,chandigarh,35.0,19.8,87000
KTM Duke,2017,12000,first owner,pune,25.0,42.9,165147
Kawasaki Z650 2018,2018,12000,first owner,mumbai,30.0,67.2,470000
Royal Enfield Himalayan,2020,9000,first owner,motihari,32.0,24.5,165000
KTM Duke,2017,18000,first owner,mumbai,35.0,24.6,100700
Bajaj Pulsar,2012,36000,first owner,pune,38.0,21.0,35000
Royal Enfield Classic,2020,5000,first owner,delhi,35.0,19.1,185000
Royal Enfield Thunderbird,2004,48000,first owner,bangalore,30.0,19.8,50000
Bajaj Avenger Cruise,2021,6600,first owner,howrah,35.0,18.76,140700
Bajaj Pulsar,2013,50000,second owner,panipat,65.0,15.0,27000
Bajaj Avenger Cruise,2021,6600,first owner,howrah,35.0,18.76,125000
Bajaj Avenger Cruise,2016,15000,first owner,agra,35.0,19.0,60000
Royal Enfield Classic,2018,21000,first owner,ahmedabad,35.0,19.8,135000
Royal Enfield Thunderbird,2003,67872,second owner,jaipur,30.0,19.8,39999
Hero Super Splendor,2006,19000,first owner,delhi,75.0,9.0,16500
Yamaha FZs,2014,40000,second owner,delhi,45.0,13.0,30000
Hero Hunk,2014,35700,second owner,kheda,53.0,14.0,22000
Royal Enfield Classic,2012,16000,first owner,rewari,32.0,27.2,89500
Husqvarna Svartpilen 250,2020,8300,first owner,mumbai,31.85,29.63,195000
Hero Passion Plus,2008,31203,third owner,bangalore,55.0,7.5,27500
Hero Splendor Plus,2019,10000,first owner,delhi,81.0,8.2,68000
Hero Karizma ZMR,2011,47000,first owner,delhi,48.0,20.0,25000
Kawasaki ER-6n,2016,23500,first owner,chennai,17.0,71.0,315000
Bajaj Avenger,2017,33000,first owner,pune,40.0,19.0,65533
Hero HF Deluxe,2009,23711,first owner,jaipur,83.0,7.7,28000
KTM RC,2018,11000,first owner,indore,35.0,25.1,160000
Royal Enfield Himalayan,2016,27500,first owner,thane,32.0,24.5,110000
Royal Enfield Thunderbird,2016,11000,second owner,bangalore,40.0,19.8,125000
Honda VT1300CX,2013,17000,first owner,delhi,20.3,57.0,850000
Hero CBZ Xtreme,2014,35000,first owner,ahmedabad,65.0,14.4,35000
Royal Enfield Classic,2015,18980,first owner,mumbai,32.0,27.2,140000
Royal Enfield Classic,2019,10000,first owner,mumbai,35.0,19.8,175000
Benelli TNT 600,2018,26500,first owner,hyderabad,19.0,82.7,515000
Triumph Bonneville Bobber,2018,6500,first owner,mumbai,29.0,76.0,830000
Hero Splendor Plus,2010,15000,first owner,ludhiana,81.0,8.2,22540
Bajaj Pulsar,2014,21000,first owner,bangalore,45.0,17.0,42000
Kawasaki Z1000 2015,2015,22000,second owner,bangalore,15.0,139.0,925000
Yamaha FZs,2015,26000,second owner,bangalore,45.0,13.0,49999
Yamaha FZs,2019,14900,first owner,bangalore,45.0,13.0,82000
Royal Enfield Continental,2014,23000,first owner,pune,26.0,29.1,165000
Yamaha FZs,2017,31027,first owner,pune,45.0,13.0,85000
Bajaj Pulsar 220F,2015,15238,first owner,pune,38.0,21.0,77000
Yamaha YBR,2014,42000,second owner,shimoga,55.0,7.6,17000
Hero CD Deluxe,2011,28000,first owner,delhi,65.0,7.7,28000
Bajaj Avenger Street,2018,12200,first owner,delhi,45.0,15.3,70000
Kawasaki Ninja ZX-10R,2019,5500,first owner,delhi,12.5,197.3,1375000
Harley-Davidson Iron 883,2011,20000,first owner,delhi,20.0,50.0,410000
Yamaha FZs,2015,31000,first owner,kolkata,45.0,13.0,49900
Kawasaki Z650 2018,2018,17000,first owner,mumbai,30.0,67.2,466875
Kawasaki Ninja,2016,26500,first owner,mumbai,21.0,67.2,330000
Honda CBR 150R,2013,16000,first owner,ghaziabad,38.0,18.28,60000
Hero HF Deluxe,2020,5948,first owner,faridabad,55.0,7.91,44900
Royal Enfield Classic,2020,500,first owner,delhi,35.0,19.1,200000
Hero Splendor iSmart,2017,23000,first owner,jaipur,55.0,9.3,38000
Bajaj V15,2017,26000,first owner,jaipur,57.0,11.8,37000
Honda CBR 150R,2014,24000,first owner,jaipur,38.0,18.28,55000
Bajaj Platina 110,2020,20200,first owner,rewari,84.0,8.44,58000
Hero Xpulse,2020,800,first owner,mumbai,46.4,17.8,128000
Hero Passion Xpro,2012,80000,first owner,secunderabad,55.0,6.72,25000
Royal Enfield Thunderbird,2015,2300,first owner,rampur,25.0,27.2,133800
Royal Enfield Classic,2016,12000,first owner,patna,35.0,19.8,125000
Bajaj Avenger Street,2016,14000,first owner,delhi,50.0,14.3,50000
Royal Enfield Classic,2014,15000,second owner,mangalore,35.0,19.8,95000
Hero Splendor Plus,2018,24000,first owner,surat,81.0,8.2,43000
Royal Enfield Bullet,2000,550000,third owner,bangalore,37.0,19.8,105000
Suzuki Gixxer,2019,11330,first owner,bangalore,63.0,14.0,100000
Royal Enfield Classic,2016,31520,first owner,noida,35.0,19.8,120000
Hero Karizma ZMR,2015,15000,second owner,ghaziabad,48.0,20.0,37389
Royal Enfield Bullet,2015,40822,first owner,areraj,40.0,19.8,90001
TVS Sport,2015,36000,first owner,mumbai,95.0,7.4,35000
Triumph Speed Triple,2016,30000,first owner,delhi,17.0,133.0,630000
Royal Enfield Thunderbird,2016,22200,first owner,belgaum,40.0,19.8,125000
Bajaj Avenger,2016,18000,first owner,delhi,40.0,19.0,70000
Bajaj Discover 125ST,2012,95500,first owner,rajkot,65.0,12.5,25000
TVS Radeon,2020,15000,first owner,delhi,63.97,8.0,60000
Bajaj Pulsar 220F,2017,44000,first owner,ahmedabad,38.0,21.0,53250
Royal Enfield Thunderbird,2018,18000,first owner,chennai,40.0,19.8,105000
Royal Enfield Classic,2013,10000,first owner,anand,32.0,27.2,110000
Royal Enfield Bullet,2007,41000,third owner,delhi,30.0,19.8,62000
Royal Enfield Thunderbird,2011,15000,first owner,delhi,35.0,19.8,92000
Royal Enfield Bullet,2012,5000,second owner,delhi,40.0,19.8,82000
KTM Duke,2013,18000,second owner,delhi,35.0,25.0,85000
Royal Enfield Thunderbird,2015,2675,first owner,delhi,40.0,19.8,130000
Royal Enfield Classic,2013,13000,second owner,jaipur,32.0,27.2,104000
Royal Enfield Classic,2014,20000,second owner,almora,35.0,19.8,107300
Royal Enfield Classic,2019,6700,first owner,delhi,35.0,19.8,170000
Bajaj Avenger Street,2017,16462,second owner,pune,53.0,19.0,60000
KTM Duke,2019,4900,first owner,gaya,35.0,24.6,120000
Yamaha FZs,2013,16000,first owner,ahmedabad,45.0,13.0,42000
Bajaj Pulsar AS150,2015,12566,first owner,dhanbad,53.0,16.8,54999
Royal Enfield Classic,2019,15500,first owner,delhi,35.0,19.8,155000
Royal Enfield Classic,2018,17000,second owner,delhi,35.0,19.8,130000
Suzuki Gixxer,2018,10815,first owner,pune,63.0,14.0,75000
Royal Enfield Classic,2012,25000,first owner,delhi,35.0,19.8,75000
Hero Splendor Plus,2020,9600,first owner,ludhiana,81.0,8.2,61000
Bajaj Pulsar,2019,15000,first owner,delhi,65.0,17.0,105000
Royal Enfield‎ Bullet,2014,21146,first owner,lucknow,37.0,19.8,90000
Royal Enfield Bullet,2015,10874,first owner,chandigarh,37.0,19.8,130000
Royal Enfield Bullet,2010,17926,first owner,chandigarh,37.0,19.8,180000
Benelli TNT 25,2016,25000,second owner,pune,25.0,28.16,106000
Royal Enfield Bullet,2019,6200,first owner,gurgaon,25.0,26.1,175000
Yamaha YZF-R15,2009,40000,third owner,ghaziabad,42.0,16.0,28000
KTM Duke,2015,36000,second owner,mumbai,35.0,25.0,95000
Bajaj Avenger,2018,20000,first owner,ramgarh,40.0,19.0,80000
Royal Enfield Classic,2020,134,first owner,mumbai,35.0,19.1,220000
Bajaj Pulsar,2011,29000,first owner,delhi,65.0,15.0,27499
KTM Duke,2015,25000,first owner,mumbai,35.0,25.0,103750
Yamaha YZF-R15 V3,2020,7300,first owner,mumbai,40.0,18.7,166000
Hero CD Deluxe,2016,18000,first owner,delhi,65.0,7.7,29000
Royal Enfield Classic,2015,12000,first owner,gurgaon,35.0,19.8,135000
Royal Enfield Classic,2015,22500,first owner,indore,35.0,19.8,130000
Hero Splendor Plus,2018,22000,first owner,gurgaon,81.0,8.2,42200
Hero Glamour,2019,16500,first owner,kolkata,55.0,6.72,55000
Bajaj Pulsar,2011,37000,first owner,vasai,38.0,21.0,27000
Bajaj Pulsar,2011,37000,first owner,vasai,38.0,21.0,21796
Royal Enfield Thunderbird,2013,38000,first owner,mumbai,40.0,19.8,100000
Royal Enfield Classic,2016,49376,first owner,hyderabad,35.0,19.8,160000
Yamaha FZ25,2017,47388,first owner,hyderabad,43.0,20.3,120000
KTM RC,2018,5000,first owner,bulandshahr,35.0,25.1,152700
Bajaj Pulsar AS150,2015,19500,first owner,pune,53.0,16.8,42000
Bajaj Pulsar AS150,2015,19500,first owner,pune,53.0,16.8,47000
Bajaj Pulsar 220F,2017,20431,first owner,ahmedabad,38.0,21.0,80000
TVS Star City,2015,13000,first owner,gurgaon,85.0,8.2,25000
Hero HF Deluxe,2016,21511,first owner,gurgaon,83.0,7.7,34000
Bajaj Pulsar,2014,25600,first owner,bihar shariff,45.0,17.0,48000
Harley-Davidson Superlow 2012,2012,9500,second owner,bangalore,20.0,50.0,376300
Yamaha YZF-R15 2.0,2012,38000,first owner,hindupur,42.0,16.7,37575
KTM RC,2016,4500,first owner,nagpur,26.0,42.3,160000
Hero Glamour,2019,16500,first owner,kolkata,55.0,6.72,60000
Hero Glamour,2017,2600,first owner,hyderabad,55.0,6.72,69000
Hero Achiever,2017,14999,first owner,ludhiana,55.0,13.0,35000
TVS Sport,2016,21023,first owner,gurgaon,95.0,7.4,26000
Hero Passion Pro,2016,21000,first owner,vadodara,5.0,8.2,38500
Bajaj V15,2016,19845,first owner,bangalore,57.0,11.8,33172
Yamaha RX 100,1996,25000,second owner,bangalore,40.0,11.0,75000
Hero Karizma R,2014,19666,first owner,thane,40.0,17.0,57062
Yamaha YZF-R15 2.0,2015,28000,first owner,delhi,42.0,16.7,54300
Triumph Street Triple,2019,3500,first owner,bangalore,20.0,111.0,855000
Royal Enfield Classic,2015,20000,first owner,siliguri,35.0,19.8,97749
Bajaj Pulsar,2017,45000,first owner,hyderabad,65.0,17.0,60000
Bajaj Pulsar 220F,2016,310000,first owner,mumbai,38.0,21.0,50000
KTM RC,2018,14000,first owner,delhi,26.0,42.3,190000
Suzuki Gixxer SF,2016,68000,first owner,ghaziabad,40.0,14.6,51300
Hero Karizma R,2011,48000,first owner,bangalore,40.0,17.0,320000
Bajaj Pulsar,2009,35000,first owner,pune,38.0,21.0,35000
Royal Enfield Himalayan,2018,28500,first owner,pune,32.0,24.5,170000
Royal Enfield Classic,2018,18000,first owner,ludhiana,35.0,19.8,130000
Royal Enfield Classic,2016,17500,first owner,hyderabad,35.0,19.8,125000
Bajaj Avenger,2011,52000,first owner,secunderabad,40.0,19.0,53000
Royal Enfield Classic,2010,18000,second owner,belgaum,32.0,27.2,95000
Royal Enfield Bullet,2013,45200,first owner,jaipur,40.0,19.8,115000
Hero Super Splendor,2021,850,second owner,jaipur,75.0,10.72,70000
Royal Enfield Classic,2015,38500,first owner,noida,35.0,19.8,108000
Yamaha SZ-RR,2016,45000,first owner,kendrapara,55.0,12.0,19425
Hero Splendor Plus,2017,34000,first owner,vadodara,81.0,8.2,39000
Royal Enfield Bullet,2017,24762,first owner,chandigarh,25.0,26.37,125000
Bajaj Avenger,2012,45000,first owner,chennai,40.0,19.0,30000
Royal Enfield Thunderbird,2006,49500,first owner,gurgaon,30.0,19.8,70000
Bajaj V15,2017,48200,first owner,begusarai,57.0,11.8,45000
Suzuki Slingshot Plus,2011,35000,second owner,bangalore,59.0,8.5,15000
Bajaj Pulsar,2011,44500,first owner,chennai,65.0,15.0,25000
Yamaha YZF-R15 2.0,2017,27000,first owner,delhi,42.0,16.7,56950
Yamaha YZF-R15 2.0,2014,12000,first owner,hyderabad,42.0,16.7,80000
Hero HF Deluxe,2012,24500,first owner,jaipur,83.0,7.7,33000
Hero Passion Pro,2018,26000,first owner,jaipur,5.0,8.2,45000
Hero Glamour Disc,2017,20000,first owner,jaipur,55.0,8.9,38000
Royal Enfield Thunderbird,2018,8100,first owner,mumbai,40.0,19.8,130000
Royal Enfield Classic,2017,14000,first owner,chandigarh,35.0,19.8,160000
Royal Enfield Classic,2016,16000,first owner,chandigarh,35.0,19.8,135000
Bajaj Pulsar,2010,58000,first owner,pune,65.0,15.0,23000
Hero Passion Pro,2013,10000,first owner,bangalore,5.0,8.2,35000
Royal Enfield Thunderbird,2015,18729,first owner,noida,40.0,19.8,90000
Royal Enfield Classic,2019,6000,first owner,mumbai,35.0,19.8,181562
Kawasaki Ninja 300,2019,11000,first owner,mumbai,25.0,39.0,300875
Hero Splendor Plus,2018,12000,first owner,gurgaon,55.0,8.2,41000
Bajaj Pulsar 135LS,2010,60000,first owner,delhi,64.0,13.0,18000
Bajaj Pulsar,2009,48263,first owner,jaipur,65.0,15.0,25000
Royal Enfield Classic,2017,30000,second owner,vadodara,35.0,19.8,133920
Honda Dream Yuga,2015,24000,first owner,vadodara,84.0,8.0,35145
Hero Passion Pro,2016,42000,first owner,pune,5.0,8.2,51480
KTM RC,2016,22900,second owner,mumbai,35.0,25.1,100000
Royal Enfield Bullet,2019,4100,first owner,kanpur,40.0,19.8,160000
Yamaha FZs,2018,12000,first owner,hyderabad,45.0,13.0,63750
Royal Enfield Classic,2018,14000,first owner,chandigarh,35.0,19.8,160000
Royal Enfield Bullet,2015,13000,first owner,chandigarh,25.0,26.37,125000
Hyosung GT250R 2016,2016,9600,first owner,chennai,30.0,28.0,209500
Triumph Street Triple,2018,7700,first owner,mumbai,20.0,111.0,850750
Bajaj Discover,2018,9946,first owner,gurgaon,65.0,10.9,24958
Royal Enfield‎ Bullet,2012,30000,first owner,bhubaneshwar,37.0,19.8,90000
Bajaj Avenger Cruise,2019,5000,first owner,jaipur,35.0,19.0,100000
Royal Enfield Classic,2019,7500,first owner,mumbai,35.0,19.8,181562
Royal Enfield Classic,2019,5000,first owner,mumbai,35.0,19.8,181562
Royal Enfield Thunderbird,2017,44900,first owner,hyderabad,40.0,19.8,150000
KTM Duke,2014,20000,first owner,bangalore,35.0,25.0,90000
Bajaj Pulsar 135LS,2012,51000,first owner,pune,64.0,13.0,26000
Bajaj Avenger Cruise,2017,14500,first owner,thane,35.0,19.0,75000
Yamaha YZF-R15 2.0,2018,10000,first owner,chandigarh,42.0,16.7,140000
Royal Enfield Classic,2019,10000,first owner,chandigarh,35.0,19.8,175000
KTM Duke,2017,11000,second owner,chandigarh,35.0,24.6,140000
Bajaj V12,2017,33360,first owner,delhi,57.0,12.0,40000
Yamaha Fazer25,2018,10000,first owner,delhi,43.0,20.3,85000
Kawasaki Vulcan S,2018,6000,first owner,mumbai,16.0,60.0,466875
Royal Enfield Thunderbird,2014,23000,first owner,chennai,25.0,27.2,125000
Suzuki Gixxer SF,2017,31000,second owner,ambala,40.0,14.6,53300
Royal Enfield Bullet,2009,19026,third owner,chandigarh,37.0,19.8,170000
Hero Passion Plus,2009,17381,first owner,chandigarh,55.0,7.5,25000
Bajaj V12,2018,26000,first owner,sultanpur,57.0,12.0,40000
Bajaj Pulsar 220F,2011,70000,second owner,ahmedabad,38.0,21.0,25500
Royal Enfield Thunderbird,2013,35000,first owner,hyderabad,40.0,19.8,50000
Husqvarna Svartpilen 250,2020,6800,first owner,nagpur,31.85,29.63,200000
Royal Enfield Classic,2014,9767,first owner,delhi,35.0,19.8,107900
Royal Enfield Classic,2013,15000,first owner,delhi,35.0,19.8,97100
Yamaha YZF-R15 2.0,2015,6500,first owner,ambala,42.0,16.7,75000
Yamaha YZF-R15 S,2017,6000,first owner,howrah,42.0,16.0,113600
Royal Enfield Bullet,2007,100000,first owner,faridabad,30.0,19.8,60300
Benelli TNT 300,2017,10000,first owner,mumbai,25.0,37.73,230000
Harley-Davidson Street 750,2016,11000,first owner,delhi,20.0,47.0,390000
Harley-Davidson Street Rod,2017,2100,first owner,thane,25.0,70.0,508600
Hyosung Aquila GV250,2015,3000,first owner,pune,27.0,26.21,170000
Harley-Davidson Street 750,2015,3000,first owner,noida,20.0,47.0,400000
Harley-Davidson Street 750,2016,600,first owner,delhi,20.0,47.0,430000
Harley-Davidson Superlow 2013,2013,7000,first owner,delhi,20.0,50.0,425000
Harley-Davidson Street 750,2014,10800,first owner,delhi,20.0,47.0,375000
KTM Duke,2016,8000,first owner,chikkaballapur,35.0,24.6,135000
Bajaj V15,2017,4000,first owner,delhi,57.0,11.8,60000
Yamaha YZF-R15,2014,22000,first owner,guwahati,42.0,16.0,79000
Royal Enfield Himalayan,2016,15000,first owner,navi mumbai,32.0,24.5,140000
Bajaj Avenger,2015,3500,first owner,thane,40.0,19.0,60000
KTM RC,2016,3800,first owner,sonepat,35.0,25.1,150000
KTM RC,2016,14000,first owner,nagpur,35.0,25.1,140000
Royal Enfield Classic,2017,7000,first owner,noida,25.0,27.2,170000
UM Renegade Commando,2017,5000,first owner,delhi,35.0,24.8,125000
Royal Enfield Thunderbird,2016,20000,first owner,delhi,40.0,19.8,120000
Bajaj Pulsar,2017,3500,first owner,gurgaon,65.0,17.0,60000
KTM RC,2016,5860,first owner,nagpur,26.0,42.3,180000
KTM RC,2015,26000,first owner,ghaziabad,35.0,25.0,108000
Royal Enfield Thunderbird,2013,14000,first owner,vadodara,25.0,27.2,110000
Bajaj V15,2017,4900,first owner,surat,57.0,11.8,60000
Bajaj Avenger,2016,15000,first owner,bangalore,40.0,19.0,65000
Honda CBR 150R,2012,30000,first owner,gohana,38.0,18.28,60000
UM Renegade Commando,2017,6000,first owner,delhi,35.0,24.8,150000
KTM RC,2016,23000,first owner,ghaziabad,26.0,42.3,160000
Hero Passion PRO,2003,22000,second owner,delhi,55.0,6.15,16000
Bajaj  Pulsar,2009,60000,second owner,delhi,45.0,17.0,0
UM Renegade Sport,2018,3000,first owner,delhi,35.0,24.8,150000
Yamaha YZF-R15 2.0,2014,40000,first owner,ahmedabad,42.0,16.7,58000
KTM RC,2017,5200,first owner,patna,26.0,42.3,195000
Mahindra Mojo,2018,5500,first owner,barasat,35.0,26.45,170000
Yamaha YZF-R15,2014,11000,first owner,kolar,42.0,16.0,40173
Royal Enfield Thunderbird,2012,21000,first owner,faridabad,40.0,19.8,47000
KTM RC,2016,8000,first owner,durgapur,26.0,42.3,170000
Royal Enfield Thunderbird,2014,9000,first owner,ganganagar,25.0,27.2,110000
Royal Enfield Classic,2014,31000,first owner,gautam buddha nagar,35.0,19.8,100000
Bajaj Discover,2008,95000,first owner,noida,65.0,9.64,18000
Bajaj Pulsar 220F,2018,17000,first owner,delhi,38.0,21.0,82600
Royal Enfield Thunderbird,2013,25000,first owner,bangalore,25.0,27.2,100000
KTM RC,2017,9600,first owner,noida,26.0,42.3,215000
